,beneficiario,cargo,cpf_cnpj,cpf_cnpj_orig,data,despesa,doador,doador_orig,especie_documento,num_documento,partido,sq,uf,valor
4983,JOSE CESAR DA SILVA FONSECA - DEPUTADO ESTADUAL - PSB - AM / ELEIÇÃO 2014 MARCELO AUGUSTO DA EIRA CORREA - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000635,AM,270
4984,ESTELA DE LIMA AZEVEDO - DEPUTADO ESTADUAL - PSB - AM / ELEIÇÃO 2014 MARCELO AUGUSTO DA EIRA CORREA SENADOR - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000636,AM,270
4985,GIL ADRIANO MAIA DOS SANTOS - DEPUTADO ESTADUAL - PSB - AM / ELEIÇÃO 2014 MARCELO AUGUSTO DA EIRA CORREA - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000638,AM,540
4986,JUSCELINO MELO MANSO - DEPUTADO ESTADUAL - PSB - AM / ELEIÇÃO 2014 MARCELO AUGUSTO DA EIRA CORREA SENADOR - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000639,AM,540
4987,MAURO CEZAR MORAES DE OLIVEIRA - DEPUTADO ESTADUAL - PSB - AM / ELEIÇÃO 2014 MARCELO AUGUSTO DA EIRA CORREA SENADOR - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000641,AM,270
4988,CARMELITA DA COSTA ALMEIDA - DEPUTADO ESTADUAL - PSB - AM / ELEICAO 2014 MARCELO AUGUSTO DA EIRA CORREA - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000642,AM,270
5034,VINICIUS MARTINS DE MEIRA - DEPUTADO ESTADUAL - SD - AM / EDUARDO HENRIQUE MACEDO PINAGE - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,21/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,SD,40000000685,AM,1000
5051,MANOEL DA PAIXAO TAVARES DA GRAÇA - DEPUTADO ESTADUAL - PPL - AM / ANTONIO ALVES PEDROSA NETO - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PPL,40000000804,AM,450
5052,MANOEL DA PAIXAO TAVARES DA GRAÇA - DEPUTADO ESTADUAL - PPL - AM / MARIA NEIDE PINTO DE OLIVEIRA GRAÇA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,29/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PPL,40000000804,AM,500
5053,MANOEL DA PAIXAO TAVARES DA GRAÇA - DEPUTADO ESTADUAL - PPL - AM / MARIA NEIDE PINTO DE OLIVEIRA GRAÇA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,29/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PPL,40000000804,AM,600
5054,MANOEL DA PAIXAO TAVARES DA GRAÇA - DEPUTADO ESTADUAL - PPL - AM / MARIA NEIDE PINTO DE OLIVEIRA GRAÇA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,29/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PPL,40000000804,AM,650
5055,MANOEL DA PAIXAO TAVARES DA GRAÇA - DEPUTADO ESTADUAL - PPL - AM / PIERRY MENDES DA GRAÇA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PPL,40000000804,AM,550
5056,OZANA AMORIM CACELLA - DEPUTADO ESTADUAL - PPL - AM,DEPUTADO ESTADUAL,,,22/07/2014,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",,,,,PPL,40000000805,AM,"18,4"
5057,ARTHUR HENRIQUE DE SOUZA AZEVEDO - DEPUTADO ESTADUAL - PMN - AM / ARTHUR HENRIQUE DE SOUZA AZEVEDO - PMN - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,06/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PMN,40000000876,AM,1000
5066,TEREZINHA DE ALMEIDA MORES - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000905,AM,200
5067,TEREZINHA DE ALMEIDA MORES - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000905,AM,200
5068,MARIA WALCIRENE SOARES DE BARROS - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000906,AM,200
5069,MARIA WALCIRENE SOARES DE BARROS - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000906,AM,200
5070,RICARDO ABRAHIM BELLO AMBROSIO - DEPUTADO ESTADUAL - PSB - AM / ELEIÇÃO 2014 MARCELO AUGUSTO DA EIRA CORREA - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000962,AM,180
5071,TELLES SANDRO DA SILVA DIAS - DEPUTADO ESTADUAL - PSB - AM / IZAILDA DA SILVA DIAS - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,01/08/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000963,AM,4000
5072,GENIVAL CRUZ DE ARAUJO - GOVERNADOR - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - GOVERNADOR,GOVERNADOR,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000001,AP,"32,5"
5073,GENIVAL CRUZ DE ARAUJO - GOVERNADOR - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - GOVERNADOR,GOVERNADOR,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000001,AP,"33,35"
5074,GENIVAL CRUZ DE ARAUJO - GOVERNADOR - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - GOVERNADOR,GOVERNADOR,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000001,AP,20
5075,GENIVAL CRUZ DE ARAUJO - GOVERNADOR - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - GOVERNADOR,GOVERNADOR,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000001,AP,880
5076,GENIVAL CRUZ DE ARAUJO - GOVERNADOR - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - GOVERNADOR,GOVERNADOR,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000001,AP,"869,6"
5077,GENIVAL CRUZ DE ARAUJO - GOVERNADOR - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - GOVERNADOR,GOVERNADOR,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000001,AP,300
5078,GENIVAL CRUZ DE ARAUJO - GOVERNADOR - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - GOVERNADOR,GOVERNADOR,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000001,AP,1200
5079,GENIVAL CRUZ DE ARAUJO - GOVERNADOR - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - GOVERNADOR,GOVERNADOR,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000001,AP,"11,65"
5080,AILTON FERREIRA DA COSTA - DEPUTADO ESTADUAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000003,AP,"32,5"
5081,AILTON FERREIRA DA COSTA - DEPUTADO ESTADUAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000003,AP,"33,35"
5082,AILTON FERREIRA DA COSTA - DEPUTADO ESTADUAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000003,AP,20
5083,AILTON FERREIRA DA COSTA - DEPUTADO ESTADUAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000003,AP,440
5084,AILTON FERREIRA DA COSTA - DEPUTADO ESTADUAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000003,AP,"347,84"
5085,AILTON FERREIRA DA COSTA - DEPUTADO ESTADUAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000003,AP,300
5086,AILTON FERREIRA DA COSTA - DEPUTADO ESTADUAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000003,AP,1200
5087,AILTON FERREIRA DA COSTA - DEPUTADO ESTADUAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000003,AP,"11,65"
5088,CLAUDIANE PINHEIRO ARAÚJO - DEPUTADO FEDERAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000004,AP,"32,5"
5089,CLAUDIANE PINHEIRO ARAÚJO - DEPUTADO FEDERAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000004,AP,"33,35"
5090,CLAUDIANE PINHEIRO ARAÚJO - DEPUTADO FEDERAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000004,AP,20
5091,CLAUDIANE PINHEIRO ARAÚJO - DEPUTADO FEDERAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000004,AP,440
5092,CLAUDIANE PINHEIRO ARAÚJO - DEPUTADO FEDERAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000004,AP,"347,84"
5093,CLAUDIANE PINHEIRO ARAÚJO - DEPUTADO FEDERAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000004,AP,300
5094,CLAUDIANE PINHEIRO ARAÚJO - DEPUTADO FEDERAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000004,AP,1200
5095,CLAUDIANE PINHEIRO ARAÚJO - DEPUTADO FEDERAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000004,AP,"11,65"
5096,WODISON LOPES SILVA - DEPUTADO FEDERAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000005,AP,"32,5"
5097,WODISON LOPES SILVA - DEPUTADO FEDERAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000005,AP,"33,35"
5098,WODISON LOPES SILVA - DEPUTADO FEDERAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000005,AP,1200
5099,WODISON LOPES SILVA - DEPUTADO FEDERAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000005,AP,"11,65"
5100,WODISON LOPES SILVA - DEPUTADO FEDERAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000005,AP,"347,84"
5101,WODISON LOPES SILVA - DEPUTADO FEDERAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000005,AP,20
5102,PAULO RICARDO OLIVEIRA FARIAS - SENADOR - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - SENADOR,SENADOR,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000006,AP,"32,5"
5103,PAULO RICARDO OLIVEIRA FARIAS - SENADOR - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - SENADOR,SENADOR,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000006,AP,"33,35"
5104,PAULO RICARDO OLIVEIRA FARIAS - SENADOR - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - SENADOR,SENADOR,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000006,AP,20
5105,PAULO RICARDO OLIVEIRA FARIAS - SENADOR - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - SENADOR,SENADOR,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000006,AP,440
5106,PAULO RICARDO OLIVEIRA FARIAS - SENADOR - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - SENADOR,SENADOR,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000006,AP,"347,84"
5107,PAULO RICARDO OLIVEIRA FARIAS - SENADOR - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - SENADOR,SENADOR,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000006,AP,300
5108,PAULO RICARDO OLIVEIRA FARIAS - SENADOR - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - SENADOR,SENADOR,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000006,AP,1200
5109,PAULO RICARDO OLIVEIRA FARIAS - SENADOR - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - SENADOR,SENADOR,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000006,AP,"11,65"
5110,NEUCIANE MELO DA COSTA - DEPUTADO ESTADUAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000008,AP,"32,5"
5111,NEUCIANE MELO DA COSTA - DEPUTADO ESTADUAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000008,AP,"33,35"
5112,NEUCIANE MELO DA COSTA - DEPUTADO ESTADUAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000008,AP,1200
5113,NEUCIANE MELO DA COSTA - DEPUTADO ESTADUAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000008,AP,"11,65"
5114,NEUCIANE MELO DA COSTA - DEPUTADO ESTADUAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000008,AP,"347,84"
5115,NEUCIANE MELO DA COSTA - DEPUTADO ESTADUAL - PSTU - AP / COMITÊ FINANCEIRO ÚNICO - PSTU - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSTU,30000000008,AP,20
5120,ROSELI DE ARAÚJO CORRÊA DE LIMA - DEPUTADO ESTADUAL - DEM - AP / ANA MARIA ARAÚJO CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,DEM,30000000019,AP,1200
5166,RAUL FERREIRA DE ALMEIDA - DEPUTADO ESTADUAL - SD - AP / BENEDITO SANTOS VIEIRA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,28/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,SD,30000000047,AP,300
5167,RAUL FERREIRA DE ALMEIDA - DEPUTADO ESTADUAL - SD - AP / JACILEIA ROCHA DE VILHENA  - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,28/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,SD,30000000047,AP,300
5168,RAMON DE OLIVEIRA VALENTE - DEPUTADO ESTADUAL - SD - AP / BENEDITO SANTOS VIEIRA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,28/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,SD,30000000048,AP,300
5169,RAMON DE OLIVEIRA VALENTE - DEPUTADO ESTADUAL - SD - AP / JACILEIA DA ROCHA DE VILHENA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,28/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,SD,30000000048,AP,300
5170,ESTER DE PAULA DE ARAUJO - DEPUTADO ESTADUAL - SD - AP / BENEDITO SANTOS VIEIRA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,28/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,SD,30000000049,AP,300
5171,ESTER DE PAULA DE ARAUJO - DEPUTADO ESTADUAL - SD - AP / JACILEIA ROCHA DE VILHENA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,28/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,SD,30000000049,AP,300
5172,JOSE MARILSON PANTOJA PEREIRA - DEPUTADO ESTADUAL - SD - AP / BENEDITO SANTOS VIEIRA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,28/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,SD,30000000050,AP,300
5173,JOSE MARILSON PANTOJA PEREIRA - DEPUTADO ESTADUAL - SD - AP / JACILEIA ROCHA DE VILHENA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,28/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,SD,30000000050,AP,300
5174,RUZIVAN DE JESUS PONTES DA SILVA - DEPUTADO ESTADUAL - SD - AP / LOUIS PABLO CAPIOTTI MELO - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,29/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,SD,30000000051,AP,1000
5175,RUZIVAN DE JESUS PONTES DA SILVA - DEPUTADO ESTADUAL - SD - AP / WENDSON AGUIAR PENA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,29/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,SD,30000000051,AP,1000
5176,DALCILENE ANDRADE DE SOUSA - DEPUTADO FEDERAL - SD - AP / BENEDITO SANTOS VIEIRA - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,28/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,SD,30000000052,AP,300
5177,DALCILENE ANDRADE DE SOUSA - DEPUTADO FEDERAL - SD - AP / JACILEIA ROCHA DE VILHENA - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,28/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,SD,30000000052,AP,300
5178,WELLINGTON DE SOUZA GOES - DEPUTADO FEDERAL - SD - AP / BENEDITO SANTOS VIEIRA - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,28/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,SD,30000000053,AP,300
5179,WELLINGTON DE SOUZA GOES - DEPUTADO FEDERAL - SD - AP / JACILEIA ROCHA DE VILHENA - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,28/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,SD,30000000053,AP,300
5188,SUZANA MACHADO SOUTO - DEPUTADO ESTADUAL - PSD - AP / JADER IZIQUIEL DE FIGUEIREDO MAIA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,08/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSD,30000000072,AP,4000
5189,SUZANA MACHADO SOUTO - DEPUTADO ESTADUAL - PSD - AP / ROBERTO ARMOND FERREIRA DA SILVA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,08/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSD,30000000072,AP,4000
5190,SUZANA MACHADO SOUTO - DEPUTADO ESTADUAL - PSD - AP / SIMONE SIQUEIRA SOUTO - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,05/10/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSD,30000000072,AP,600
5191,MARIA APARECIDA DOS SANTOS SALOMAO - DEPUTADO ESTADUAL - PSD - AP / ADEMAR ANDRADE DINIZ - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,14/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSD,30000000074,AP,4500
5192,MARIA APARECIDA DOS SANTOS SALOMAO - DEPUTADO ESTADUAL - PSD - AP / MARCOS GADELHA DE MELO - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,14/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSD,30000000074,AP,1500
5193,GUARABICHABA MARTINS FERREIRA - DEPUTADO FEDERAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000085,AP,300
5194,GUARABICHABA MARTINS FERREIRA - DEPUTADO FEDERAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000085,AP,900
5195,GUARABICHABA MARTINS FERREIRA - DEPUTADO FEDERAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000085,AP,724
5196,EDUARDO BRASIL DANTAS - DEPUTADO FEDERAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000086,AP,900
5197,EDUARDO BRASIL DANTAS - DEPUTADO FEDERAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000086,AP,724
5214,ALDICLEIA LIRA GÓES - DEPUTADO FEDERAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000089,AP,300
5215,ALDICLEIA LIRA GÓES - DEPUTADO FEDERAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000089,AP,900
5216,ALDICLEIA LIRA GÓES - DEPUTADO FEDERAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000089,AP,724
5217,JOSÉ LUIZ DA SILVA FERREIRA - DEPUTADO FEDERAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000090,AP,300
